image,area,perimeter,aspect_ratio,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h
7-500x_segmented.png,1727,245.76449871063232,1.9090909090909092,596.472495657209,190.2368268674001,559,166,84,44
7-500x_segmented.png,20689,844.7320952415466,0.6271186440677966,118.48189859345545,289.25767315965004,49,174,148,236
7-500x_segmented.png,1652,199.96550989151,1.4130434782608696,512.9782082324455,201.82142857142858,483,181,65,46
7-500x_segmented.png,3400,416.3746703863144,1.1428571428571428,1234.4011764705883,247.42705882352942,1184,202,96,84
7-500x_segmented.png,1179,148.85281205177307,1.0952380952380953,911.3214588634436,235.03223070398644,891,216,46,42
7-500x_segmented.png,6165,504.5411901473999,1.5,511.19156528791564,276.9881589618816,453,227,141,94
7-500x_segmented.png,6849,578.9259660243988,1.39,829.575120455541,298.81676157103226,761,245,139,100
7-500x_segmented.png,3828,507.5706284046173,0.9603960396039604,259.9741379310345,295.1421107628004,221,248,97,101
7-500x_segmented.png,880,120.1248904466629,0.972972972972973,926.165909090909,287.97386363636366,908,270,36,37
7-500x_segmented.png,1044,205.62236380577087,0.7037037037037037,1259.9616858237548,301.4616858237548,1242,273,38,54
7-500x_segmented.png,3251,341.1614669561386,0.8105263157894737,1147.1651799446324,327.3263611196555,1115,282,77,95
7-500x_segmented.png,506,97.982754945755,1.3076923076923077,1032.5731225296443,298.4861660079051,1017,285,34,26
7-500x_segmented.png,899,131.2964632511139,1.4333333333333333,453.53503893214685,328.57730812013347,433,315,43,30
7-500x_segmented.png,674,143.39696860313416,0.6595744680851063,9.821958456973293,343.6127596439169,0,317,31,47
7-500x_segmented.png,2058,280.0071395635605,1.9387755102040816,1038.5165208940718,353.94071914480077,981,328,95,49
7-500x_segmented.png,41149,1405.5159254074097,1.271186440677966,408.10994191839416,449.292668108581,268,331,300,236
7-500x_segmented.png,759,130.95331704616547,1.8076923076923077,503.24110671936756,345.40843214756256,482,332,47,26
7-500x_segmented.png,801,136.95331716537476,1.1081081081081081,827.8639200998751,367.3570536828964,808,348,41,37
7-500x_segmented.png,945,147.4385985136032,1.025,242.9037037037037,371.9851851851852,220,350,41,40
7-500x_segmented.png,1694,182.99494743347168,1.3953488372093024,185.2603305785124,375.6517119244392,159,355,60,43
7-500x_segmented.png,5715,417.3624781370163,0.8598130841121495,32.480839895013126,439.6290463692039,0,385,92,107
7-500x_segmented.png,18897,862.6904647350311,1.0994475138121547,1200.1320844578504,476.8420384187966,1081,389,199,181
7-500x_segmented.png,2282,314.0487697124481,0.42452830188679247,219.39307624890446,442.50350569675726,198,390,45,106
7-500x_segmented.png,10795,883.5016484260559,0.9378531073446328,679.5292264937472,479.9342288096341,606,396,166,177
7-500x_segmented.png,11571,910.915860414505,1.6153846153846154,855.5975283035174,484.9319851352519,751,413,231,143
7-500x_segmented.png,9128,439.9726495742798,1.0990990990990992,132.59432515337423,478.375328659071,70,422,122,111
7-500x_segmented.png,24505,1265.391036272049,1.377906976744186,1030.0520301979188,541.966700673332,906,454,237,172
7-500x_segmented.png,2505,267.3208477497101,0.8552631578947368,267.9780439121756,556.7792415169661,241,517,65,76
7-500x_segmented.png,2491,350.47517597675323,0.6304347826086957,186.99879566439182,583.3075070252911,166,538,58,92
7-500x_segmented.png,2457,239.32084786891937,1.2241379310344827,79.66259666259666,574.2360602360602,41,547,71,58
7-500x_segmented.png,5424,442.3157947063446,1.4197530864197532,510.79627581120945,590.7643805309734,459,549,115,81
7-500x_segmented.png,1253,173.3380925655365,1.1951219512195121,1182.8379888268157,568.0949720670391,1156,549,49,41
7-500x_segmented.png,821,119.05382227897644,0.7142857142857143,704.7064555420219,574.9866017052375,690,553,30,42
7-500x_segmented.png,11777,733.0924867391586,1.422077922077922,977.115564235374,641.6681667657298,867,560,219,154
7-500x_segmented.png,3952,370.9604569673538,1.1325301204819278,777.4822874493927,623.0455465587045,730,580,94,83
7-500x_segmented.png,8609,555.7127639055252,1.5980392156862746,344.6273667092577,645.9444767104193,255,603,163,102
7-500x_segmented.png,674,146.6101714372635,1.46875,1224.1231454005936,622.6320474777448,1201,606,47,32
7-500x_segmented.png,19308,818.1463106870651,1.7986111111111112,725.3759581520613,709.4875181272012,617,626,259,144
7-500x_segmented.png,519,99.74011409282684,1.8,1238.6146435452795,676.9942196531792,1221,668,36,20
7-500x_segmented.png,530,111.98275482654572,0.9666666666666667,234.5679245283019,686.4245283018868,223,674,29,30
7-500x_segmented.png,532,127.29646301269531,3.0,550.0695488721805,698.8721804511279,527,692,48,16
7-500x_segmented.png,1901,238.20815062522888,1.9523809523809523,34.89794844818517,720.2887953708574,0,702,82,42
7-500x_segmented.png,5049,485.87214493751526,2.4285714285714284,416.3776985541691,743.6595365418895,341,710,153,63
7-500x_segmented.png,1456,156.0243854522705,1.5675675675675675,945.9189560439561,737.1050824175824,919,720,58,37
7-500x_segmented.png,21618,757.5777676105499,1.8045112781954886,221.55809973170506,804.6891479322786,97,733,240,133
7-500x_segmented.png,2980,307.1198374032974,0.9315068493150684,1228.723489932886,767.8651006711409,1197,736,68,73
7-500x_segmented.png,10185,630.0386645793915,2.728395061728395,920.5704467353952,810.5186057928325,825,773,221,81
7-500x_segmented.png,3709,421.4041084051132,0.5686274509803921,780.3407926664869,835.8212456187651,752,783,58,102
7-500x_segmented.png,1607,178.65180146694183,1.0,1156.6764156813938,809.5706285003112,1133,782,54,54
7-500x_segmented.png,6422,425.78888404369354,1.2391304347826086,418.39006540018687,835.2197134848957,354,793,114,92
7-500x_segmented.png,4203,410.5756803750992,1.0344827586206897,663.2388769926243,845.4901261004045,610,798,90,87
7-500x_segmented.png,714,126.12488985061646,1.2580645161290323,39.62044817927171,839.0364145658264,24,822,39,31
7-500x_segmented.png,2646,256.00713980197906,1.82,1221.2501889644748,850.9758125472412,1169,824,91,50
7-500x_segmented.png,1160,164.08326017856598,1.6774193548387097,21.338793103448275,871.6603448275862,0,854,52,31
7-500x_segmented.png,4544,471.42135405540466,6.966666666666667,1067.8094190140846,872.5935299295775,965,855,209,30
8-250x_segmented.png,1428,162.42640590667725,1.0,17.77310924369748,18.028011204481793,0,0,41,41
8-250x_segmented.png,583,101.59797883033752,1.8095238095238095,95.40994854202401,8.770154373927959,76,0,38,21
8-250x_segmented.png,806,143.3969682455063,1.7692307692307692,218.60049627791562,11.620347394540943,196,0,46,26
8-250x_segmented.png,3626,304.20814979076385,1.2794117647058822,384.7073910645339,24.332597904026475,343,0,87,68
8-250x_segmented.png,668,124.56854093074799,0.46511627906976744,452.79940119760477,20.402694610778443,443,0,20,43
8-250x_segmented.png,18093,810.5239443778992,1.5572519083969465,594.6475432487703,52.73354335931023,485,0,204,131
8-250x_segmented.png,5445,428.2741651535034,1.1634615384615385,785.6363636363636,51.60165289256199,736,0,121,104
8-250x_segmented.png,9054,449.445738196373,1.396039603960396,909.472166998012,45.477026728517785,833,0,141,101
8-250x_segmented.png,512,103.0121921300888,1.2692307692307692,1003.099609375,9.638671875,991,0,33,26
8-250x_segmented.png,3246,373.46298336982727,1.0657894736842106,1105.8274799753542,27.641096734442392,1062,0,81,76
8-250x_segmented.png,1846,212.02438497543335,1.9487179487179487,1192.501625135428,13.079631635969664,1157,0,76,39
8-250x_segmented.png,585,111.63960933685303,1.9545454545454546,256.7435897435897,36.463247863247865,235,25,43,22
8-250x_segmented.png,2459,284.97770166397095,0.6666666666666666,341.28222854819035,80.72468483123221,318,32,62,93
8-250x_segmented.png,9014,530.357425570488,0.6583850931677019,453.72121144885733,119.55325049922342,401,37,106,161
8-250x_segmented.png,726,109.15432786941528,0.9393939393939394,133.599173553719,56.04545454545455,118,40,31,33
8-250x_segmented.png,781,122.71067655086517,0.7948717948717948,1004.1728553137004,68.29065300896286,989,49,31,39
8-250x_segmented.png,3726,294.83556616306305,0.961038961038961,267.95088566827695,86.00697799248523,233,51,74,77
8-250x_segmented.png,1317,187.480229139328,1.26,1209.55960516325,79.6378132118451,1177,54,63,50
8-250x_segmented.png,854,149.6812390089035,0.6851851851851852,1061.463700234192,84.51873536299766,1041,57,37,54
8-250x_segmented.png,633,108.8111822605133,1.2962962962962963,68.30489731437599,89.44233807266983,50,75,35,27
8-250x_segmented.png,654,106.22539484500885,1.56,197.47859327217125,87.16360856269114,178,76,39,25
8-250x_segmented.png,10373,545.8548986911774,1.152,728.9505446833125,144.79793695170153,660,84,144,125
8-250x_segmented.png,5004,364.00713884830475,0.3732394366197183,1259.556754596323,154.44424460431654,1227,85,53,142
8-250x_segmented.png,1998,272.3919155597687,1.64,1150.6316316316315,118.8993993993994,1104,95,82,50
8-250x_segmented.png,3292,342.81832242012024,1.4487179487179487,597.3961117861483,150.06227217496962,537,107,113,78
8-250x_segmented.png,5123,560.1980443000793,0.8623188405797102,102.97813780987703,184.44505172750343,39,117,119,138
8-250x_segmented.png,6221,401.68837904930115,1.4534883720930232,1059.9408455232278,163.36714354605368,1002,122,125,86
8-250x_segmented.png,721,112.22539532184601,0.8888888888888888,907.6088765603329,142.72676837725382,892,126,32,36
8-250x_segmented.png,4636,497.32798755168915,1.3157894736842106,188.4881363244176,177.46786022433133,127,133,125,95
8-250x_segmented.png,3327,286.5340509414673,1.3484848484848484,541.9936880072137,175.07724676886085,505,137,89,66
8-250x_segmented.png,7365,442.85995149612427,0.5266666666666666,336.92912423625256,207.27712152070603,293,138,79,150
8-250x_segmented.png,844,126.12489008903503,1.2352941176470589,841.8364928909953,166.781990521327,819,148,42,34
8-250x_segmented.png,1129,152.50966548919678,1.1395348837209303,1007.5119574844996,217.77502214348982,981,199,49,43
8-250x_segmented.png,13507,759.8965294361115,0.7417582417582418,49.73539646109425,282.90612275116604,0,206,135,182
8-250x_segmented.png,1583,203.82337427139282,1.3555555555555556,1128.7631080227416,222.7934301958307,1098,206,61,45
8-250x_segmented.png,1101,201.72286903858185,1.0517241379310345,954.0417801998184,254.87465940054497,924,223,61,58
8-250x_segmented.png,568,93.49747383594513,0.9333333333333333,742.9366197183099,236.96302816901408,730,224,28,30
8-250x_segmented.png,957,130.71067667007446,1.0789473684210527,881.183908045977,244.88923719958203,862,224,41,38
8-250x_segmented.png,1346,233.9655101299286,3.68,506.38930163447253,243.46210995542347,461,231,92,25
8-250x_segmented.png,1716,184.30865561962128,1.2,1176.0390442890443,255.96503496503496,1147,232,60,50
8-250x_segmented.png,1214,142.4680359363556,1.46875,1256.0691927512355,251.60378912685337,1233,237,47,32
8-250x_segmented.png,2183,296.09039986133575,1.036144578313253,229.54832798900597,279.9990838295923,190,240,86,83
8-250x_segmented.png,7893,428.17366003990173,1.150943396226415,700.1190928670974,299.49106803496767,633,253,122,106
8-250x_segmented.png,2657,337.50461304187775,1.3291139240506329,1127.1576966503576,295.27738050432816,1073,253,105,79
8-250x_segmented.png,4977,352.81832230091095,1.2045454545454546,805.5810729355034,304.4739803094233,764,256,106,88
8-250x_segmented.png,2217,220.79393684864044,1.7954545454545454,891.7068110058638,288.5705908885882,854,265,79,44
8-250x_segmented.png,14154,604.2396742105484,0.6971428571428572,511.0700155433093,379.75978521972587,445,288,122,175
8-250x_segmented.png,1307,159.33809316158295,0.9375,417.34965570007654,315.5921958684009,395,292,45,48
8-250x_segmented.png,1210,179.58073365688324,0.4838709677419355,271.2892561983471,335.2793388429752,257,303,30,62
8-250x_segmented.png,674,133.5391036272049,1.4193548387096775,1211.9881305637982,321.3516320474777,1190,307,44,31
8-250x_segmented.png,2286,368.91882741451263,0.5686274509803921,128.9798775153106,360.0415573053368,92,315,58,102
8-250x_segmented.png,5016,425.68837881088257,0.8288288288288288,350.0938995215311,358.0139553429027,299,314,92,111
8-250x_segmented.png,5379,326.0904003381729,1.1136363636363635,873.8839933073062,368.6129392080312,827,325,98,88
8-250x_segmented.png,9758,572.1391698122025,1.4045801526717556,669.9190407870465,387.2698298831728,585,328,184,131
8-250x_segmented.png,1519,193.62236392498016,1.6136363636363635,1033.9763001974984,370.87228439763004,1001,346,71,44
8-250x_segmented.png,1566,174.4091603755951,1.5,974.3805874840358,381.198595146871,944,361,60,40
8-250x_segmented.png,910,147.9238795042038,0.8913043478260869,232.22527472527472,390.4197802197802,213,368,41,46
8-250x_segmented.png,9405,563.269112944603,0.7167630057803468,1176.3965975544922,457.98819776714515,1109,380,124,173
8-250x_segmented.png,1597,203.86500477790833,1.0,315.01690670006263,423.6568566061365,284,394,58,58
8-250x_segmented.png,2205,259.17871260643005,0.47126436781609193,1241.879365079365,439.4879818594104,1221,402,41,87
8-250x_segmented.png,3323,287.11983692646027,1.3571428571428572,897.4210051158592,447.3286187180259,851,409,95,70
8-250x_segmented.png,4890,361.7888830900192,1.2380952380952381,70.30122699386503,456.81002044989776,20,413,104,84
8-250x_segmented.png,615,114.2253954410553,1.0625,262.40162601626014,432.62764227642276,248,415,34,32
8-250x_segmented.png,605,103.1543276309967,0.7428571428571429,832.2743801652892,436.0611570247934,821,421,26,35
8-250x_segmented.png,517,94.56854116916656,1.1071428571428572,185.40038684719536,439.22630560928434,171,425,31,28
8-250x_segmented.png,936,152.7523057460785,0.7959183673469388,1047.7553418803418,445.3311965811966,1028,424,39,49
8-250x_segmented.png,2421,231.17871224880219,1.62,633.7406030565882,459.03841387856255,592,434,81,50
8-250x_segmented.png,1502,169.5807341337204,1.25,305.5486018641811,482.2356857523302,281,463,50,40
8-250x_segmented.png,1118,178.40916073322296,0.625,366.3255813953488,493.25760286225403,346,462,40,64
8-250x_segmented.png,795,120.12489032745361,0.8461538461538461,1030.0452830188678,500.5056603773585,1014,483,33,39
8-250x_segmented.png,8577,433.7888835668564,0.7,610.2812172088143,547.1502856476624,566,487,91,130
8-250x_segmented.png,5566,493.32798755168915,1.8985507246376812,741.5697089471793,516.7473948975925,675,486,131,69
8-250x_segmented.png,770,130.4680358171463,1.088235294117647,519.0714285714286,509.1974025974026,497,494,37,34
8-250x_segmented.png,16125,1087.7686723470688,0.888268156424581,1051.1526201550387,579.1040620155039,974,497,159,179
8-250x_segmented.png,1675,200.55129647254944,1.2156862745098038,112.49253731343283,526.9695522388059,82,503,62,51
8-250x_segmented.png,14607,868.8742301464081,1.5,343.250359416718,603.6637913329225,247,508,240,160
8-250x_segmented.png,3187,252.83556723594666,1.0,198.64763100094132,549.0276121744588,162,513,71,71
8-250x_segmented.png,511,88.32590079307556,1.1111111111111112,262.7084148727984,532.8708414872798,248,520,30,27
8-250x_segmented.png,4112,374.9604561328888,1.4210526315789473,393.2429474708171,563.785019455253,344,528,108,76
8-250x_segmented.png,769,125.19595801830292,1.303030303030303,855.2782834850456,545.853055916775,833,529,43,33
8-250x_segmented.png,1936,191.23758745193481,0.9811320754716981,799.743285123967,557.6523760330579,775,532,52,53
8-250x_segmented.png,10179,657.0681029558182,1.0,1225.6603792121034,646.7670694567246,1118,552,162,162
8-250x_segmented.png,1505,168.85281205177307,1.7714285714285714,746.6644518272425,572.5528239202658,713,554,62,35
8-250x_segmented.png,696,120.95331740379333,1.3703703703703705,901.6192528735633,577.2068965517242,884,565,37,27
8-250x_segmented.png,978,139.7817438840866,0.7441860465116279,1199.941717791411,591.0910020449898,1184,572,32,43
8-250x_segmented.png,581,116.71067607402802,1.4642857142857142,116.73666092943202,594.2048192771084,97,581,41,28
8-250x_segmented.png,7280,385.3036025762558,0.7586206896551724,918.0038461538461,653.7163461538462,874,593,88,116
8-250x_segmented.png,568,106.46803653240204,0.7777777777777778,855.6232394366198,612.4119718309859,842,595,28,36
8-250x_segmented.png,801,130.95331740379333,0.85,32.42821473158552,619.4968789013733,13,601,34,40
8-250x_segmented.png,9863,656.038663983345,0.813953488372093,757.8525803508061,670.4576700800974,689,600,140,172
